,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Country
1878,AgroStar,agritech,series d,70000000,Pune,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",2021,India
1879,Probus Insurance,insurance,seed,6700000,Mumbai,Probus Insurance is a leading InsurTech platform in India.,2021,India
1880,MoEngage,software startup,series d,30000000,Bengaluru,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,2021,India
1881,CloudSEK,computer & network security,series a,7000000,Bengaluru,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,2021,India
1882,Exponent Energy,automotive,pre-series a,5000000,Bengaluru,Simplifying energy for EVs by building a Flexible Energy Stack.,2021,India
1883,Trinkerr,capital markets,series a,6600000,Bengaluru,Trinkerr is India's first social trading platform.,2021,India
1884,Ultraviolette,automotive,series c,150000000,Bengaluru,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,2021,India
1885,Unremot,information technology & services,seed,700000,Bengaluru,Unremot is a personal office for consultants!,2021,India
1886,PingoLearn,e-learning,seed,200000,Pune,PingoLearn offers language learning courses with snackable videos.,2021,India
1887,Spry,music,seed,1500000,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,2021,India
1888,ASQI Advisors,financial services,pre-series a,1000000,Mumbai,Bringing Blockchain technology intro mainstream finance!,2021,India
1889,Fullife Healthcare,health,series c,22000000,Mumbai,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,2021,India
1890,Zorro,social network,seed,32000000,Gurugram,Pseudonymous social network platform,2021,India
1891,NephroPlus,hospital & health care,series e,24000000,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",2021,India
1892,FanAnywhere,financial services,seed,1600000,Bengaluru,Celebrity NFT platform,2021,India
1893,Enmovil,information technology & services,pre-series a,1300000,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,2021,India
1894,Insurance Samadhan,insurance,pre-series a,725000,Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,2021,India
1895,Evenflow Brands,consumer goods,seed,500000,Mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,2021,India
1896,MasterChow,food & beverages,seed,461000,Delhi,A ready-to-cook Asian cuisine brand,2021,India
1897,MoEVing,automotive,seed,5000000,Bengaluru,MoEVing is India's only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India.,2021,India
1898,Pristyn Care,hospital & health care,series e,96000000,Gurugram,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,2021,India
1899,Plix,"health, wellness & fitness",series a,5000000,Mumbai,Plant-based nutraceutical firm,2021,India
1900,Uni Cards,financial services,series a,70000000,Bengaluru,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.",2021,India
1901,Practically,e-learning,seed,5000000,Hyderabad,An experiential learning app for grades 6th to 12th.,2021,India
1902,Nestasia,retail,series a,4000000,Kolkata,"Artisanal, Handmade, bio conscious crafts from South East Asia.",2021,India
1903,Vedic Cosmeceuticals,cosmetics,series a,32000000,Noida,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,2021,India
1904,Juspay,fintech,series c,60000000,Bengaluru,Enable frictionless payments for the billion Indians.,2021,India
1905,TranZact,information technology & services,series a,7000000,Mumbai,A mission to digitize millions of Indian SMEs so they can grow better.,2021,India
1906,Atomberg,consumer electronics,seed,20000000,Mumbai,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,2021,India
1907,Ola,mobility,seed,500000000,Bengaluru,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",2021,India
1908,Mohalla Tech,social media,series g,266000000,Bengaluru,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.",2021,India
1909,Stack,financial services,seed,4500000,Bengaluru,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,2021,India
1910,PropReturns,real estate,seed,1200000,Mumbai,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,2021,India
1911,WeSkill,e-learning,pre-seed,4000000,Gurugram,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,2021,India
1912,Fitpage,"health, wellness & fitness",seed,300000,Mumbai,"An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.",2021,India
1913,ShopMyLooks,digital platform,seed,200000,Noida,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,2021,India
1914,ByteLearn,e-learning,seed,9500000,Noida,AI powered teaching assistant for 100 Mn teachers across the world,2021,India
1915,Dista,computer software,seed,1200000,Pune,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,2021,India
1916,OfBusiness,financial services,seed,325000000,Gurugram,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.",2021,India
1917,Bizongo,b2b ecommerce,series d,100000000,Mumbai,izongo is India’s largest B2B platform for made-to-order products.,2021,India
1918,FRND,online media,series a,6500000,Bengaluru,FRND is an audio dating app for Bharat,2021,India
1919,Metadome,computer software,pre-series a,4000000,Bengaluru,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.",2021,India
1920,Keka HR,information technology & services,seed,1600000,Hyderabad,Keka is a simple and intuitive HR software unlike the traditional HR systems.,2021,India
1921,Flo Mobility,industrial automation,seed,400000,Bengaluru,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.",2021,India
1922,Yodacart,e-commerce,pre-seed,225000,Thane,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.,2021,India
1923,TheHouseMonk,real estate,seed,5000000,Bengaluru,A complete property management software platform for team&customers.,2021,India
1924,Zepto,e-commerce,seed,100000000,Bengaluru,"Ability to consistently deliver 2,500+ products in 10 minutes flat.",2021,India
1925,Jumbotail,b2b ecommerce,series c,85000000,Bengaluru,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores",2021,India
1926,Captain Fresh,logistics & supply chain,series b,40000000,Bengaluru,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,2021,India
1927,Deciwood,consumer electronics,seed,200000,Delhi,"Deciwood makes Eco-friendly wooden speakers using latest technology of Energy tube to enhance sound quality, all products are handmade by skilled people of the industry.",2021,India
1928,Kohbee,e-learning,pre-seed,235000,Bengaluru,"Kohbee is a mobile app for online trainers and educators to run their online business, end to end.",2021,India
1929,Perfora,consumer goods,pre-seed,260000,Gurugram,"Building a disruptive, modern, and functional oral care brand for consumers in India and globally.",2021,India
1930,Unbox Robotics,logistics & supply chain,series a,7000000,Pune,Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.,2021,India
1931,Ninety One,consumer goods,series a,30000000,Ahmedabad,"Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market.",2021,India
1932,Gobillion,social commerce,seed,2900000,Delhi,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,2021,India
1933,RIPPLR,logistics & supply chain,pre-series b,12000000,Bengaluru,India’s first Plug-n-Play distribution ecosystem for brands,2021,India
1934,SK Finance,financial services,series f,53000000,Jaipur,SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.,2021,India
1935,Eggoz,food & beverages,series a,3500000,Gurugram,Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.,2021,India
1936,Fabriclore,apparel & fashion,pre-series a,700000,Jaipur,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.",2021,India
1937,Veefin,information technology & services,seed,3000000,Mumbai,"Veefin is the world leader in contextual SCF and digital lending solution adopting user-led design, data and analytics, built by bankers for bankers.",2021,India
1938,Verandah,apparel & fashion,seed,1000000,Mumbai,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.,2021,India
1939,Karkinos Healthcare,hospital & health care,seed,1600000,Mumbai,"Medical center for treatment of complex cancers; and research center which leverages technologies such as genomics, synthetic biology, sensors, and AI to analyze data and leading to the development of  affordable cancer interventions.",2021,India
1940,OWO Technologies,food & beverages,seed,3000000,Gurugram,An ecommerce startup offering online beverages and packaged drinking water,2021,India
1941,EsportsXO,mobile games,seed,1100000,Bengaluru,EsportsXO is an esports tournament management company which offers software to manage tournaments online.,2021,India
1942,The Gourmet Jar,food & beverages,seed,150000,Noida,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",2021,India
